factory_no,machine_no,part_no,serial_no,timestamp,status
5,1,a42CLDR,a42CLDR0156661578040683,1578040684,beta_engine
5,1,a42CLDR,a42CLDR0156661578105489,1578105490,beta_engine
5,1,a42CLDR,a42CLDR0156661578100110,1578100110,beta_engine
5,1,a42CLDR,a42CLDR0156661578080929,1578080930,beta_engine
5,1,a42CLDR,a42CLDR0156661578076428,1578076429,beta_engine
5,1,a42CLDR,a42CLDR0156661578091139,1578091140,beta_engine
5,1,a42CLDR,a42CLDR0156661578116002,1578116002,beta_engine
5,1,a42CLDR,a42CLDR0156661578090957,1578090958,beta_engine
5,1,a42CLDR,a42CLDR0156661578096829,1578096830,beta_engine
5,1,a42CLDR,a42CLDR0156661578050374,1578050375,beta_engine
5,1,a42CLDR,a42CLDR0156661578073469,1578073470,beta_engine
5,1,a42CLDR,a42CLDR0156661578151628,1578151629,beta_engine
5,1,a42CLDR,a42CLDR0156661578197637,1578197638,beta_engine
5,1,a42CLDR,a42CLDR0156661578162571,1578162572,beta_engine
5,1,a42CLDR,a42CLDR0156661578143487,1578143488,beta_engine
5,1,a42CLDR,a42CLDR0156661578149477,1578149477,beta_engine
5,1,a42CLDR,a42CLDR0156661578150989,1578150990,beta_engine
5,1,a42CLDR,a42CLDR0156661578120266,1578120267,beta_engine
5,1,a42CLDR,a42CLDR0156661578191989,1578191989,beta_engine
5,1,a42CLDR,a42CLDR0156661578166019,1578166020,beta_engine
5,1,a42CLDR,a42CLDR0156661578190141,1578190142,beta_engine
5,1,a42CLDR,a42CLDR0156661578159540,1578159541,beta_engine
5,1,a42CLDR,a42CLDR0156661578159050,1578159051,beta_engine
5,1,a42CLDR,a42CLDR0156661578193088,1578193089,beta_engine
5,1,a42CLDR,a42CLDR0156661578186456,1578186456,beta_engine
5,1,a42CLDR,a42CLDR0156661578141713,1578141714,beta_engine
5,1,a42CLDR,a42CLDR0156661578145782,1578145783,beta_engine
5,1,a42CLDR,a42CLDR0156661578135785,1578135785,beta_engine
5,1,a42CLDR,a42CLDR0156661578150068,1578150068,beta_engine
5,1,a42CLDR,a42CLDR0156661578191902,1578191903,beta_engine
5,1,a42CLDR,a42CLDR0156661578257689,1578257690,beta_engine
5,1,a42CLDR,a42CLDR0156661578237476,1578237476,beta_engine
5,1,a42CLDR,a42CLDR0156661578219626,1578219627,beta_engine
5,1,a42CLDR,a42CLDR0156661578221282,1578221282,beta_engine
5,1,a42CLDR,a42CLDR0156661578263636,1578263637,beta_engine
5,1,a42CLDR,a42CLDR0156661578261515,1578261515,beta_engine
5,1,a42CLDR,a42CLDR0156661578268336,1578268336,beta_engine
5,1,a42CLDR,a42CLDR0156661578251635,1578251635,beta_engine
5,1,a42CLDR,a42CLDR0156661578270461,1578270461,beta_engine
5,1,a42CLDR,a42CLDR0156661578289745,1578289746,beta_engine
5,1,a42CLDR,a42CLDR0156661578289688,1578289689,beta_engine
5,1,a42CLDR,a42CLDR0156661578213920,1578213921,beta_engine
5,1,a42CLDR,a42CLDR0156661578256859,1578256859,beta_engine
5,1,a42CLDR,a42CLDR0156661578228420,1578228421,beta_engine
5,1,a42CLDR,a42CLDR0156661578235206,1578235206,beta_engine
5,1,a42CLDR,a42CLDR0156661578274624,1578274624,beta_engine
5,1,a42CLDR,a42CLDR0156661578267340,1578267341,beta_engine
5,1,a42CLDR,a42CLDR0156661578205214,1578205215,beta_engine
5,1,a42CLDR,a42CLDR0156661578235861,1578235862,beta_engine
5,1,a42CLDR,a42CLDR0156661578370003,1578370004,beta_engine
5,1,a42CLDR,a42CLDR0156661578309393,1578309394,beta_engine
5,1,a42CLDR,a42CLDR0156661578331486,1578331487,beta_engine
5,1,a42CLDR,a42CLDR0156661578313856,1578313856,beta_engine
5,1,a42CLDR,a42CLDR0156661578291561,1578291562,beta_engine
5,1,a42CLDR,a42CLDR0156661578328210,1578328211,beta_engine
5,1,a42CLDR,a42CLDR0156661578324630,1578324630,beta_engine
5,1,a42CLDR,a42CLDR0156661578322254,1578322255,beta_engine
5,1,a42CLDR,a42CLDR0156661578311112,1578311112,beta_engine
5,1,a42CLDR,a42CLDR0156661578368451,1578368452,beta_engine
5,1,a42CLDR,a42CLDR0156661578304044,1578304045,beta_engine
5,1,a42CLDR,a42CLDR0156661578374821,1578374821,beta_engine
5,1,a42CLDR,a42CLDR0156661578323986,1578323987,beta_engine
5,1,a42CLDR,a42CLDR0156661578325626,1578325626,beta_engine
5,1,a42CLDR,a42CLDR0156661578368092,1578368093,beta_engine
5,1,a42CLDR,a42CLDR0156661578352639,1578352639,beta_engine
5,1,a42CLDR,a42CLDR0156661578305832,1578305832,beta_engine
5,1,a42CLDR,a42CLDR0156661578375876,1578375876,beta_engine
5,1,a42CLDR,a42CLDR0156661578296119,1578296120,beta_engine
5,1,a42CLDR,a42CLDR0156661578450181,1578450182,beta_engine
5,1,a42CLDR,a42CLDR0156661578411086,1578411086,beta_engine
5,1,a42CLDR,a42CLDR0156661578415804,1578415804,beta_engine
5,1,a42CLDR,a42CLDR0156661578430939,1578430939,beta_engine
5,1,a42CLDR,a42CLDR0156661578399349,1578399350,beta_engine
5,1,a42CLDR,a42CLDR0156661578453662,1578453662,beta_engine
5,1,a42CLDR,a42CLDR0156661578411214,1578411215,beta_engine
5,1,a42CLDR,a42CLDR0156661578419482,1578419483,beta_engine
5,1,a42CLDR,a42CLDR0156661578419353,1578419354,beta_engine
5,1,a42CLDR,a42CLDR0156661578439294,1578439294,beta_engine
5,1,a42CLDR,a42CLDR0156661578448929,1578448929,beta_engine
5,1,a42CLDR,a42CLDR0156661578386156,1578386156,beta_engine
5,1,a42CLDR,a42CLDR0156661578389157,1578389158,beta_engine
5,1,a42CLDR,a42CLDR0156661578396263,1578396263,beta_engine
5,1,a42CLDR,a42CLDR0156661578407781,1578407781,beta_engine
5,1,a42CLDR,a42CLDR0156661578397015,1578397015,beta_engine
5,1,a42CLDR,a42CLDR0156661578456985,1578456985,beta_engine
5,1,a42CLDR,a42CLDR0156661578393912,1578393913,beta_engine
5,1,a42CLDR,a42CLDR0156661578416516,1578416517,beta_engine
5,1,a42CLDR,a42CLDR0156661578485533,1578485533,beta_engine
5,1,a42CLDR,a42CLDR0156661578546893,1578546894,beta_engine
5,1,a42CLDR,a42CLDR0156661578511959,1578511960,beta_engine
5,1,a42CLDR,a42CLDR0156661578534231,1578534232,beta_engine
5,1,a42CLDR,a42CLDR0156661578470112,1578470113,beta_engine
5,1,a42CLDR,a42CLDR0156661578488189,1578488190,beta_engine
5,1,a42CLDR,a42CLDR0156661578468125,1578468126,beta_engine
5,1,a42CLDR,a42CLDR0156661578476257,1578476258,beta_engine
5,1,a42CLDR,a42CLDR0156661578543080,1578543081,beta_engine
5,1,a42CLDR,a42CLDR0156661578531206,1578531206,beta_engine
5,1,a42CLDR,a42CLDR0156661578527734,1578527735,beta_engine
5,1,a42CLDR,a42CLDR0156661578480992,1578480992,beta_engine
5,1,a42CLDR,a42CLDR0156661578533297,1578533298,beta_engine
5,1,a42CLDR,a42CLDR0156661578474012,1578474013,beta_engine
5,1,a42CLDR,a42CLDR0156661578536013,1578536014,beta_engine
5,1,a42CLDR,a42CLDR0156661578502317,1578502318,beta_engine
5,1,a42CLDR,a42CLDR0156661578537584,1578537585,beta_engine
5,1,a42CLDR,a42CLDR0156661578504736,1578504736,beta_engine
5,1,a42CLDR,a42CLDR0156661578484789,1578484789,beta_engine
5,1,a42CLDR,a42CLDR0156661578553000,1578553001,beta_engine
5,1,a42CLDR,a42CLDR0156661578550135,1578550135,beta_engine
5,1,a42CLDR,a42CLDR0156661578571381,1578571382,beta_engine
5,1,a42CLDR,a42CLDR0156661578587213,1578587214,beta_engine
5,1,a42CLDR,a42CLDR0156661578589584,1578589584,beta_engine
5,1,a42CLDR,a42CLDR0156661578616705,1578616705,beta_engine
5,1,a42CLDR,a42CLDR0156661578583515,1578583516,beta_engine
5,1,a42CLDR,a42CLDR0156661578562868,1578562868,beta_engine
5,1,a42CLDR,a42CLDR0156661578614962,1578614962,beta_engine
5,1,a42CLDR,a42CLDR0156661578578498,1578578499,beta_engine
5,1,a42CLDR,a42CLDR0156661578594669,1578594670,beta_engine
5,1,a42CLDR,a42CLDR0156661578581650,1578581650,beta_engine
5,1,a42CLDR,a42CLDR0156661578578982,1578578983,beta_engine
5,1,a42CLDR,a42CLDR0156661578611046,1578611046,beta_engine
5,1,a42CLDR,a42CLDR0156661578591545,1578591545,beta_engine
5,1,a42CLDR,a42CLDR0156661578604736,1578604737,beta_engine
5,1,a42CLDR,a42CLDR0156661578584138,1578584138,beta_engine
5,1,a42CLDR,a42CLDR0156661578597800,1578597801,beta_engine
5,1,a42CLDR,a42CLDR0156661578595386,1578595387,beta_engine
5,1,a42CLDR,a42CLDR0156661578648467,1578648467,beta_engine
5,1,a42CLDR,a42CLDR0156661578676161,1578676161,beta_engine
5,1,a42CLDR,a42CLDR0156661578647667,1578647668,beta_engine
5,1,a42CLDR,a42CLDR0156661578720106,1578720107,beta_engine
5,1,a42CLDR,a42CLDR0156661578641048,1578641049,beta_engine
5,1,a42CLDR,a42CLDR0156661578679876,1578679877,beta_engine
5,1,a42CLDR,a42CLDR0156661578692498,1578692499,beta_engine
5,1,a42CLDR,a42CLDR0156661578698394,1578698395,beta_engine
5,1,a42CLDR,a42CLDR0156661578720152,1578720153,beta_engine
5,1,a42CLDR,a42CLDR0156661578639808,1578639809,beta_engine
5,1,a42CLDR,a42CLDR0156661578681975,1578681976,beta_engine
5,1,a42CLDR,a42CLDR0156661578646772,1578646773,beta_engine
5,1,a42CLDR,a42CLDR0156661578650962,1578650963,beta_engine
5,1,a42CLDR,a42CLDR0156661578684187,1578684187,beta_engine
5,1,a42CLDR,a42CLDR0156661578674324,1578674324,beta_engine
5,1,a42CLDR,a42CLDR0156661578706548,1578706548,beta_engine
5,1,a42CLDR,a42CLDR0156661578638680,1578638681,beta_engine
5,1,a42CLDR,a42CLDR0156661578714821,1578714822,beta_engine
5,1,a42CLDR,a42CLDR0156661578705912,1578705913,beta_engine
5,1,a42CLDR,a42CLDR0156661578745993,1578745994,beta_engine
5,1,a42CLDR,a42CLDR0156661578797130,1578797130,beta_engine
5,1,a42CLDR,a42CLDR0156661578749225,1578749226,beta_engine
5,1,a42CLDR,a42CLDR0156661578808460,1578808461,beta_engine
5,1,a42CLDR,a42CLDR0156661578791437,1578791438,beta_engine
5,1,a42CLDR,a42CLDR0156661578782046,1578782047,beta_engine
5,1,a42CLDR,a42CLDR0156661578744946,1578744946,beta_engine
5,1,a42CLDR,a42CLDR0156661578761955,1578761956,beta_engine
5,1,a42CLDR,a42CLDR0156661578755848,1578755849,beta_engine
5,1,a42CLDR,a42CLDR0156661578755637,1578755637,beta_engine
5,1,a42CLDR,a42CLDR0156661578722422,1578722422,beta_engine
5,1,a42CLDR,a42CLDR0156661578785894,1578785895,beta_engine
5,1,a42CLDR,a42CLDR0156661578773072,1578773073,beta_engine
5,1,a42CLDR,a42CLDR0156661578758795,1578758795,beta_engine
5,1,a42CLDR,a42CLDR0156661578751093,1578751093,beta_engine
5,1,a42CLDR,a42CLDR0156661578785974,1578785975,beta_engine
5,1,a42CLDR,a42CLDR0156661578754766,1578754766,beta_engine
5,1,a42CLDR,a42CLDR0156661578742506,1578742506,beta_engine
5,1,a42CLDR,a42CLDR0156661578727994,1578727995,beta_engine
5,1,a42CLDR,a42CLDR0156661578865715,1578865715,beta_engine
5,1,a42CLDR,a42CLDR0156661578830893,1578830894,beta_engine
5,1,a42CLDR,a42CLDR0156661578850202,1578850202,beta_engine
5,1,a42CLDR,a42CLDR0156661578894999,1578894999,beta_engine
5,1,a42CLDR,a42CLDR0156661578832268,1578832269,beta_engine
5,1,a42CLDR,a42CLDR0156661578826986,1578826987,beta_engine
5,1,a42CLDR,a42CLDR0156661578867967,1578867967,beta_engine
5,1,a42CLDR,a42CLDR0156661578819876,1578819876,beta_engine
5,1,a42CLDR,a42CLDR0156661578820156,1578820157,beta_engine
5,1,a42CLDR,a42CLDR0156661578857378,1578857379,beta_engine
5,1,a42CLDR,a42CLDR0156661578820773,1578820773,beta_engine
5,1,a42CLDR,a42CLDR0156661578874149,1578874149,beta_engine
5,1,a42CLDR,a42CLDR0156661578895013,1578895013,beta_engine
5,1,a42CLDR,a42CLDR0156661578865451,1578865451,beta_engine
5,1,a42CLDR,a42CLDR0156661578816696,1578816697,beta_engine
5,1,a42CLDR,a42CLDR0156661578828740,1578828740,beta_engine
5,1,a42CLDR,a42CLDR0156661578843055,1578843055,beta_engine
5,1,a42CLDR,a42CLDR0156661578824785,1578824786,beta_engine
5,1,a42CLDR,a42CLDR0156661578881054,1578881055,beta_engine
5,1,a42CLDR,a42CLDR0156661578973981,1578973981,beta_engine
5,1,a42CLDR,a42CLDR0156661578920957,1578920958,beta_engine
5,1,a42CLDR,a42CLDR0156661578941202,1578941202,beta_engine
5,1,a42CLDR,a42CLDR0156661578933336,1578933337,beta_engine
5,1,a42CLDR,a42CLDR0156661578925767,1578925767,beta_engine
5,1,a42CLDR,a42CLDR0156661578933234,1578933234,beta_engine
5,1,a42CLDR,a42CLDR0156661578956678,1578956679,beta_engine
5,1,a42CLDR,a42CLDR0156661578926892,1578926892,beta_engine
5,1,a42CLDR,a42CLDR0156661578947516,1578947516,beta_engine
5,1,a42CLDR,a42CLDR0156661578942710,1578942710,beta_engine
5,1,a42CLDR,a42CLDR0156661578962307,1578962308,beta_engine
5,1,a42CLDR,a42CLDR0156661578920282,1578920283,beta_engine
5,1,a42CLDR,a42CLDR0156661578977474,1578977474,beta_engine
5,1,a42CLDR,a42CLDR0156661578934752,1578934752,beta_engine
5,1,a42CLDR,a42CLDR0156661578936506,1578936507,beta_engine
5,1,a42CLDR,a42CLDR0156661578920745,1578920745,beta_engine
5,1,a42CLDR,a42CLDR0156661578973053,1578973054,beta_engine
5,1,a42CLDR,a42CLDR0156661578978337,1578978338,beta_engine
5,1,a42CLDR,a42CLDR0156661578919467,1578919467,beta_engine
5,1,a42CLDR,a42CLDR0156661578989770,1578989770,beta_engine
5,1,a42CLDR,a42CLDR0156661579004294,1579004295,beta_engine
5,1,a42CLDR,a42CLDR0156661578991690,1578991691,beta_engine
5,1,a42CLDR,a42CLDR0156661579022458,1579022458,beta_engine
5,1,a42CLDR,a42CLDR0156661579045084,1579045085,beta_engine
5,1,a42CLDR,a42CLDR0156661578983811,1578983812,beta_engine
5,1,a42CLDR,a42CLDR0156661578999019,1578999019,beta_engine
5,1,a42CLDR,a42CLDR0156661579042789,1579042789,beta_engine
5,1,a42CLDR,a42CLDR0156661579026768,1579026769,beta_engine
5,1,a42CLDR,a42CLDR0156661579053737,1579053738,beta_engine
5,1,a42CLDR,a42CLDR0156661578998127,1578998127,beta_engine
5,1,a42CLDR,a42CLDR0156661579031356,1579031357,beta_engine
5,1,a42CLDR,a42CLDR0156661579023141,1579023141,beta_engine
5,1,a42CLDR,a42CLDR0156661579056792,1579056792,beta_engine
5,1,a42CLDR,a42CLDR0156661579024690,1579024690,beta_engine
5,1,a42CLDR,a42CLDR0156661579065804,1579065805,beta_engine
5,1,a42CLDR,a42CLDR0156661579048079,1579048079,beta_engine
5,1,a42CLDR,a42CLDR0156661579003691,1579003692,beta_engine
5,1,a42CLDR,a42CLDR0156661579048502,1579048502,beta_engine
5,1,a42CLDR,a42CLDR0156661579125812,1579125812,beta_engine
5,1,a42CLDR,a42CLDR0156661579105679,1579105680,beta_engine
5,1,a42CLDR,a42CLDR0156661579071610,1579071611,beta_engine
5,1,a42CLDR,a42CLDR0156661579082718,1579082719,beta_engine
5,1,a42CLDR,a42CLDR0156661579114561,1579114562,beta_engine
5,1,a42CLDR,a42CLDR0156661579085315,1579085316,beta_engine
5,1,a42CLDR,a42CLDR0156661579093568,1579093568,beta_engine
5,1,a42CLDR,a42CLDR0156661579142264,1579142265,beta_engine
5,1,a42CLDR,a42CLDR0156661579103577,1579103577,beta_engine
5,1,a42CLDR,a42CLDR0156661579088863,1579088864,beta_engine
5,1,a42CLDR,a42CLDR0156661579113926,1579113926,beta_engine
5,1,a42CLDR,a42CLDR0156661579131661,1579131661,beta_engine
5,1,a42CLDR,a42CLDR0156661579071436,1579071436,beta_engine
5,1,a42CLDR,a42CLDR0156661579132438,1579132438,beta_engine
5,1,a42CLDR,a42CLDR0156661579121472,1579121473,beta_engine
5,1,a42CLDR,a42CLDR0156661579149490,1579149490,beta_engine
5,1,a42CLDR,a42CLDR0156661579116906,1579116906,beta_engine
5,1,a42CLDR,a42CLDR0156661579116520,1579116521,beta_engine
5,1,a42CLDR,a42CLDR0156661579091735,1579091735,beta_engine
5,1,a42CLDR,a42CLDR0156661579208002,1579208002,beta_engine
5,1,a42CLDR,a42CLDR0156661579178780,1579178780,beta_engine
5,1,a42CLDR,a42CLDR0156661579173150,1579173151,beta_engine
5,1,a42CLDR,a42CLDR0156661579229073,1579229073,beta_engine
5,1,a42CLDR,a42CLDR0156661579203007,1579203007,beta_engine
5,1,a42CLDR,a42CLDR0156661579217672,1579217673,beta_engine
5,1,a42CLDR,a42CLDR0156661579159532,1579159532,beta_engine
5,1,a42CLDR,a42CLDR0156661579209887,1579209888,beta_engine
5,1,a42CLDR,a42CLDR0156661579200719,1579200719,beta_engine
5,1,a42CLDR,a42CLDR0156661579170696,1579170696,beta_engine
5,1,a42CLDR,a42CLDR0156661579200372,1579200373,beta_engine
5,1,a42CLDR,a42CLDR0156661579160728,1579160729,beta_engine
5,1,a42CLDR,a42CLDR0156661579187687,1579187687,beta_engine
5,1,a42CLDR,a42CLDR0156661579157161,1579157161,beta_engine
5,1,a42CLDR,a42CLDR0156661579156225,1579156225,beta_engine
5,1,a42CLDR,a42CLDR0156661579174021,1579174022,beta_engine
5,1,a42CLDR,a42CLDR0156661579166107,1579166108,beta_engine
5,1,a42CLDR,a42CLDR0156661579216158,1579216159,beta_engine
5,1,a42CLDR,a42CLDR0156661579203324,1579203325,beta_engine
5,1,a42CLDR,a42CLDR0156661579283745,1579283745,beta_engine
5,1,a42CLDR,a42CLDR0156661579312250,1579312251,beta_engine
5,1,a42CLDR,a42CLDR0156661579292693,1579292693,beta_engine
5,1,a42CLDR,a42CLDR0156661579252538,1579252538,beta_engine
5,1,a42CLDR,a42CLDR0156661579245929,1579245929,beta_engine
5,1,a42CLDR,a42CLDR0156661579249632,1579249632,beta_engine
5,1,a42CLDR,a42CLDR0156661579261152,1579261152,beta_engine
5,1,a42CLDR,a42CLDR0156661579298357,1579298357,beta_engine
5,1,a42CLDR,a42CLDR0156661579325329,1579325330,beta_engine
5,1,a42CLDR,a42CLDR0156661579320936,1579320936,beta_engine
5,1,a42CLDR,a42CLDR0156661579269022,1579269023,beta_engine
5,1,a42CLDR,a42CLDR0156661579269351,1579269351,beta_engine
5,1,a42CLDR,a42CLDR0156661579321048,1579321048,beta_engine
5,1,a42CLDR,a42CLDR0156661579307238,1579307238,beta_engine
5,1,a42CLDR,a42CLDR0156661579291031,1579291032,beta_engine
5,1,a42CLDR,a42CLDR0156661579304096,1579304097,beta_engine
5,1,a42CLDR,a42CLDR0156661579310312,1579310312,beta_engine
5,1,a42CLDR,a42CLDR0156661579290404,1579290405,beta_engine
5,1,a42CLDR,a42CLDR0156661579286032,1579286033,beta_engine
5,1,a42CLDR,a42CLDR0156661579336375,1579336375,beta_engine
5,1,a42CLDR,a42CLDR0156661579362950,1579362950,beta_engine
5,1,a42CLDR,a42CLDR0156661579335382,1579335383,beta_engine
5,1,a42CLDR,a42CLDR0156661579334568,1579334568,beta_engine
5,1,a42CLDR,a42CLDR0156661579405536,1579405536,beta_engine
5,1,a42CLDR,a42CLDR0156661579346958,1579346958,beta_engine
5,1,a42CLDR,a42CLDR0156661579351297,1579351298,beta_engine
5,1,a42CLDR,a42CLDR0156661579344143,1579344143,beta_engine
5,1,a42CLDR,a42CLDR0156661579398612,1579398612,beta_engine
5,1,a42CLDR,a42CLDR0156661579380533,1579380534,beta_engine
5,1,a42CLDR,a42CLDR0156661579354058,1579354058,beta_engine
5,1,a42CLDR,a42CLDR0156661579364506,1579364506,beta_engine
5,1,a42CLDR,a42CLDR0156661579407244,1579407245,beta_engine
5,1,a42CLDR,a42CLDR0156661579378589,1579378589,beta_engine
5,1,a42CLDR,a42CLDR0156661579337223,1579337224,beta_engine
5,1,a42CLDR,a42CLDR0156661579351126,1579351127,beta_engine
5,1,a42CLDR,a42CLDR0156661579392683,1579392683,beta_engine
5,1,a42CLDR,a42CLDR0156661579336886,1579336886,beta_engine
5,1,a42CLDR,a42CLDR0156661579337153,1579337153,beta_engine
5,1,a42CLDR,a42CLDR0156661579416285,1579416285,beta_engine
5,1,a42CLDR,a42CLDR0156661579481676,1579481677,beta_engine
5,1,a42CLDR,a42CLDR0156661579494280,1579494281,beta_engine
5,1,a42CLDR,a42CLDR0156661579489487,1579489488,beta_engine
5,1,a42CLDR,a42CLDR0156661579418140,1579418140,beta_engine
5,1,a42CLDR,a42CLDR0156661579456944,1579456944,beta_engine
5,1,a42CLDR,a42CLDR0156661579465540,1579465540,beta_engine
5,1,a42CLDR,a42CLDR0156661579490739,1579490739,beta_engine
5,1,a42CLDR,a42CLDR0156661579469952,1579469953,beta_engine
5,1,a42CLDR,a42CLDR0156661579426374,1579426374,beta_engine
5,1,a42CLDR,a42CLDR0156661579463016,1579463016,beta_engine
5,1,a42CLDR,a42CLDR0156661579441699,1579441699,beta_engine
5,1,a42CLDR,a42CLDR0156661579496370,1579496371,beta_engine
5,1,a42CLDR,a42CLDR0156661579418404,1579418405,beta_engine
5,1,a42CLDR,a42CLDR0156661579496319,1579496320,beta_engine
5,1,a42CLDR,a42CLDR0156661579478730,1579478731,beta_engine
5,1,a42CLDR,a42CLDR0156661579438977,1579438978,beta_engine
5,1,a42CLDR,a42CLDR0156661579418693,1579418693,beta_engine
5,1,a42CLDR,a42CLDR0156661579435584,1579435584,beta_engine
5,1,a42CLDR,a42CLDR0156661579557491,1579557492,beta_engine
5,1,a42CLDR,a42CLDR0156661579513234,1579513234,beta_engine
5,1,a42CLDR,a42CLDR0156661579546669,1579546669,beta_engine
5,1,a42CLDR,a42CLDR0156661579568431,1579568431,beta_engine
5,1,a42CLDR,a42CLDR0156661579566460,1579566461,beta_engine
5,1,a42CLDR,a42CLDR0156661579544948,1579544949,beta_engine
5,1,a42CLDR,a42CLDR0156661579533015,1579533015,beta_engine
5,1,a42CLDR,a42CLDR0156661579522967,1579522967,beta_engine
5,1,a42CLDR,a42CLDR0156661579548709,1579548710,beta_engine
5,1,a42CLDR,a42CLDR0156661579577214,1579577215,beta_engine
5,1,a42CLDR,a42CLDR0156661579506175,1579506176,beta_engine
5,1,a42CLDR,a42CLDR0156661579524795,1579524796,beta_engine
5,1,a42CLDR,a42CLDR0156661579545164,1579545165,beta_engine
5,1,a42CLDR,a42CLDR0156661579534147,1579534148,beta_engine
5,1,a42CLDR,a42CLDR0156661579542190,1579542191,beta_engine
5,1,a42CLDR,a42CLDR0156661579577383,1579577383,beta_engine
5,1,a42CLDR,a42CLDR0156661579567245,1579567245,beta_engine
5,1,a42CLDR,a42CLDR0156661579580260,1579580260,beta_engine
5,1,a42CLDR,a42CLDR0156661579534058,1579534058,beta_engine
5,1,a42CLDR,a42CLDR0156661579655369,1579655370,beta_engine
5,1,a42CLDR,a42CLDR0156661579660357,1579660358,beta_engine
5,1,a42CLDR,a42CLDR0156661579606730,1579606731,beta_engine
5,1,a42CLDR,a42CLDR0156661579600354,1579600354,beta_engine
5,1,a42CLDR,a42CLDR0156661579599918,1579599919,beta_engine
5,1,a42CLDR,a42CLDR0156661579631365,1579631365,beta_engine
5,1,a42CLDR,a42CLDR0156661579622028,1579622028,beta_engine
5,1,a42CLDR,a42CLDR0156661579593727,1579593728,beta_engine
5,1,a42CLDR,a42CLDR0156661579662523,1579662524,beta_engine
5,1,a42CLDR,a42CLDR0156661579601586,1579601587,beta_engine
5,1,a42CLDR,a42CLDR0156661579596545,1579596545,beta_engine
5,1,a42CLDR,a42CLDR0156661579667892,1579667893,beta_engine
5,1,a42CLDR,a42CLDR0156661579644559,1579644559,beta_engine
5,1,a42CLDR,a42CLDR0156661579606744,1579606744,beta_engine
5,1,a42CLDR,a42CLDR0156661579604370,1579604371,beta_engine
5,1,a42CLDR,a42CLDR0156661579619458,1579619458,beta_engine
5,1,a42CLDR,a42CLDR0156661579599658,1579599659,beta_engine
5,1,a42CLDR,a42CLDR0156661579589791,1579589791,beta_engine
